2024-07-14 18:16:26.081 [Test worker] DEBUG o.h.type.spi.TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@838e109] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@7474196]
2024-07-14 18:16:27.671 [Test worker] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-07-14 18:16:27.673 [Test worker] DEBUG o.h.type.spi.TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@838e109] to SessionFactoryImplementor [org.hibernate.internal.SessionFactoryImpl@26361572]
2024-07-14 18:16:27.720 [Test worker] DEBUG org.hibernate.SQL - drop table if exists users cascade 
2024-07-14 18:16:27.735 [Test worker] DEBUG org.hibernate.SQL - create table users (role tinyint check (role between 0 and 1), uid bigint generated by default as identity, email varchar(255), nickname varchar(255), phone varchar(255), token varchar(255), user_pw varchar(255), username varchar(255), primary key (uid))
2024-07-14 18:16:27.756 [Test worker] TRACE o.h.type.spi.TypeConfiguration$Scope - Handling #sessionFactoryCreated from [org.hibernate.internal.SessionFactoryImpl@26361572] for TypeConfiguration
2024-07-14 18:16:27.757 [Test worker] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-07-14 18:16:28.856 [Test worker] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-07-14 18:16:28.914 [Test worker] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsService
2024-07-14 18:16:35.360 [Test worker] INFO  c.example.demo.DemoApplicationTests - Started DemoApplicationTests in 16.567 seconds (process running for 19.852)
2024-07-14 18:16:36.422 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-07-14 18:16:36.424 [SpringApplicationShutdownHook] DEBUG org.hibernate.SQL - drop table if exists users cascade 
2024-07-14 18:16:36.427 [SpringApplicationShutdownHook] TRACE o.h.type.spi.TypeConfiguration$Scope - Handling #sessionFactoryClosed from [org.hibernate.internal.SessionFactoryImpl@26361572] for TypeConfiguration
2024-07-14 18:16:36.427 [SpringApplicationShutdownHook] DEBUG o.h.type.spi.TypeConfiguration$Scope - Un-scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration$Scope@a93663d] from SessionFactory [org.hibernate.internal.SessionFactoryImpl@26361572]
2024-07-14 18:16:36.431 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-07-14 18:16:36.435 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
